2017,Caledon,"71,713",include Bolton
2017,Cambridge,"135,223",
2017,Carleton Place,"11,110",
2017,Chatham - Kent,"104,829",
2017,Clarence-Rockland,"25,259",
2017,Clarington,"97,155","include Bowmanville, Newcastle"
2017,Cobourg,"20,210",
2017,Collingwood,"22,835",
2017,Cornwall,"47,776",
2017,East Gwillimbury,"25,979","include Holland Landing, Sharon"
2017,Elliot Lake,"11,092",
2017,Erin,"11,799",
2017,Essex,"21,113",
2017,Fort Erie,"31,911",
2017,Georgina,"47,292",include Keswick
2017,Gravenhurst,"12,973",
2017,Greater Napanee,"16,261",include Napanee
2017,Greater Sudbury,"166,303",Grand Sudbury
2017,Grimsby,"28,300",
2017,Guelph,"138,171",
2017,Haldimand County,"47,528","include Cayuga, Caledonia, Hagersville"
2017,Halton Hills,"63,624","include Acton, Georgetown"
2017,Hamilton,"559,673",
2017,Hawkesbury,"10,465",
2017,Huntsville,"20,680",
2017,Ingersoll,"13,417",
2017,Innisfil,"38,666",
2017,Kawartha Lakes,"78,492",include Lindsay
2017,Kenora,"15,733",
2017,Kingston,"130,163",
2017,Kingsville,"22,510",
2017,Kitchener,"248,048",
2017,Lakeshore,"38,485","include Belle River, Tilbury"
2017,LaSalle,"31,934",
2017,Leamington,"28,630",
2017,Lincoln,"24,358",include Beamsville
2017,London,"404,875",
2017,Markham,"338,476",
2017,Midland,"17,696",
2017,Milton,"117,994",
2017,Mississauga,"751,823",
2017,Mississippi Mills,"13,821",include Almonte
2017,Mono,"9,574",
2017,Newmarket,"87,211",
2017,New Tecumseth,"37,760",include Alliston
2017,Niagara Falls,"91,965",
2017,Niagara-on-the-Lake,"18,402",
2017,Norfolk County,"66,538",include Simcoe
2017,North Bay,"53,409",
2017,Oakville,"202,440",
2017,Orangeville,"29,851",
2017,Orillia,"32,510",
2017,Oshawa,"166,860",
2017,Ottawa,"983,739",
2017,Owen Sound,"21,820",
2017,Pelham,"17,901",
2017,Pembroke,"14,129",
2017,Penetanguishene,"9,432",
2017,Petawawa,"18,166",
2017,Peterborough,"84,423",
2017,Pickering,"95,659",
2017,Port Colborne,"18,878",
2017,Port Hope,"17,591",
2017,Prince Edward County,"25,278",include Picton
2017,Quinte West,"45,389",include Trenton
2017,Richmond Hill,"200,043",
2017,Sarnia,"73,416",
2017,Saugeen Shores,"14,462","include Port Elgin, Southampton"
2017,Sault Ste. Marie,"74,768",
2017,Shelburne,"8,660",
2017,St. Catharines,"137,721",
2017,St. Thomas,"40,471",
2017,Stratford,"32,706",
2017,Tecumseh,"24,108",
2017,Temiskaming Shores,"10,260","include Haileybury, New Liskeard"
2017,Thorold,"19,914",
2017,Thunder Bay,"111,687",
2017,Tillsonburg,"16,564",
2017,Timmins,"42,481",
2017,Toronto,"2,862,662",
2017,Vaughan,"317,180",
2017,Wasaga Beach,"22,012",
2017,Waterloo,"111,796",
2017,Welland,"54,200",
2017,Whitby,"133,915",
2017,Whitchurch - Stouffville,"48,117",
2017,Windsor,"225,539",
2017,Woodstock,"43,234",
2022,Ajax,"135,180",
2022,Amherstburg,"23,854",
2022,Arnprior,"10,295",
2022,Aurora,"64,991",
2022,Barrie,"157,194",
2022,Belleville,"57,363",
2022,Bracebridge,"18,173",
2022,Bradford West Gwillimbury,"47,810",
2022,Brampton,"745,557",
2022,Brant,"41,899",include Paris
2022,Brantford,"110,617",
2022,Brockville,"21,905",
2022,Burlington,"194,175",
2022,Caledon,"81,903",include Bolton
2022,Cambridge,"146,566",
2022,Carleton Place,"12,565",
2022,Chatham - Kent,"108,689",
2022,Clarence-Rockland,"27,561",
2022,Clarington,"107,394","include Bowmanville, Newcastle"
2022,Cobourg,"21,077",
2022,Collingwood,"26,321",
2022,Cornwall,"49,442",
2022,East Gwillimbury,"35,615","include Holland Landing, Sharon"
2022,Elliot Lake,"11,551",
2022,Erin,"12,044",
2022,Essex,"21,823",
2022,Fort Erie,"33,459",
2022,Georgina,"49,323",include Keswick
2022,Gravenhurst,"14,008",
2022,Greater Napanee,"16,926",include Napanee
2022,Greater Sudbury,"171,446",Grand Sudbury
2022,Grimsby,"29,851",
2022,Guelph,"149,942",
2022,Haldimand County,"52,719","include Cayuga, Caledonia, Hagersville"
2022,Halton Hills,"65,965","include Acton, Georgetown"
2022,Hamilton,"597,010",
2022,Hawkesbury,"10,632",
2022,Huntsville,"22,629",
2022,Ingersoll,"14,485",
2022,Innisfil,"44,224",
2022,Kawartha Lakes,"83,355",include Lindsay
2022,Kenora,"15,766",
2022,Kingston,"138,204",
2022,Kingsville,"23,968",
2022,Kitchener,"282,375",
2022,Lakeshore,"41,450","include Belle River, Tilbury"
2022,LaSalle,"34,023",
2022,Leamington,"30,019",
2022,Lincoln,"25,945",include Beamsville
2022,London,"448,051",
2022,Markham,"352,404",
2022,Midland,"18,737",
2022,Milton,"142,279",
2022,Mississauga,"771,891",
2022,Mississippi Mills,"15,555",include Almonte
2022,Mono,"10,537",
2022,Newmarket,"91,481",
2022,New Tecumseth,"45,588",include Alliston
2022,Niagara Falls,"99,007",
2022,Niagara-on-the-Lake,"18,981",
2022,Norfolk County,"71,506",include Simcoe
2022,North Bay,"55,921",
2022,Oakville,"224,781",
2022,Orangeville,"31,009",
2022,Orillia,"35,403",
2022,Oshawa,"187,813",
2022,Ottawa,"1,071,868",
2022,Owen Sound,"22,456",
2022,Pelham,"18,275",
2022,Pembroke,"14,336",
2022,Penetanguishene,"10,016",
2022,Petawawa,"18,864",
2022,Peterborough,"87,552",
2022,Pickering,"105,407",
2022,Port Colborne,"19,035",
2022,Port Hope,"17,647",
2022,Prince Edward County,"26,816",include Picton
2022,Quinte West,"47,464",include Trenton
2022,Richmond Hill,"211,494",
2022,Sarnia,"75,268",
2022,Saugeen Shores,"16,268","include Port Elgin, Southampton"
2022,Sault Ste. Marie,"75,673",
2022,Shelburne,"10,212",
2022,St. Catharines,"144,829",
2022,St. Thomas,"44,552",
2022,Stratford,"34,532",
2022,Tecumseh,"23,880",
2022,Temiskaming Shores,"10,420","include Haileybury, New Liskeard"
2022,Thorold,"24,814",
2022,Thunder Bay,"111,113",
2022,Tillsonburg,"18,554",
2022,Timmins,"42,304",
2022,Toronto,"3,025,647",
2022,Vaughan,"338,891",
2022,Wasaga Beach,"25,143",
2022,Waterloo,"129,054",
2022,Welland,"58,491",
2022,Whitby,"149,907",
2022,Whitchurch - Stouffville,"52,546",
2022,Windsor,"236,789",
2022,Woodstock,"49,236",
